TF	Target	Experimentos
AT4G23550	AT5G55820	1/2
AT1G74650	AT5G55820	1/1
AT1G13260	AT5G55820	1/2
AT5G67300	AT5G55820	1/1
AT3G11440	AT5G55820	1/2
AT2G32460	AT5G55820	1/2
AT1G74480	AT5G55820	1/2
AT3G24520	AT5G55820	1/2
AT1G47655	AT5G55820	1/2
AT3G14180	AT5G55820	1/1
AT4G01500	AT5G55820	1/1
AT3G24120	AT5G56420	1/2
AT2G42200	AT5G56420	2/2
AT5G65410	AT5G56420	2/2
AT5G39760	AT5G56420	1/2
AT1G49480	AT5G56420	2/2
AT1G33240	AT5G56420	2/2
AT3G15270	AT5G56420	2/2
AT2G20110	AT5G56420	1/2
AT1G19850	AT5G56420	1/1
AT3G50060	AT5G56420	1/1
AT1G16490	AT5G56420	1/2
AT5G06100	AT5G56420	1/1
AT5G56110	AT5G56420	1/2
AT3G57920	AT5G56420	1/1
AT2G01930	AT5G56420	1/2
AT1G76890	AT5G56420	2/2
AT2G02820	AT5G56420	1/2
AT5G60130	AT5G56420	1/1
AT2G38340	AT5G56420	1/2
AT5G47370	AT5G56420	1/2
AT3G11440	AT5G56420	1/2
AT5G47660	AT5G56420	1/1
AT2G32460	AT5G56420	1/2
AT5G46830	AT5G56420	1/1
AT1G20910	AT5G56420	1/1
AT3G10030	AT5G56420	1/2
AT4G36740	AT5G66970	2/2
AT5G65310	AT5G66970	1/2
AT1G79580	AT5G66970	2/2
AT1G69010	AT5G66970	2/2
AT3G50260	AT5G66970	2/2
AT1G75240	AT5G66970	2/2
AT5G51990	AT5G66970	1/2
AT1G06280	AT5G66970	1/2
AT2G46770	AT5G66970	1/2
AT2G45410	AT5G66970	2/2
AT1G19210	AT5G66970	1/2
AT5G13180	AT5G66970	1/2
AT1G19850	AT5G66970	1/1
AT5G67190	AT5G66970	1/2
AT3G18400	AT5G66970	1/2
AT2G45420	AT5G66970	1/2
AT1G72740	AT5G66970	1/2
AT5G19790	AT5G66970	1/2
AT2G02820	AT5G66970	1/2
AT2G38340	AT5G66970	1/2
AT1G74480	AT5G66970	1/2
AT2G22430	AT5G66970	1/1
AT2G33550	AT5G66970	1/1
AT2G36010	AT5G66970	1/2
AT5G67580	AT5G66970	1/1
AT5G18450	AT5G66970	1/1
AT5G02460	AT1G06515	2/2
AT1G79580	AT1G06515	1/2
AT5G17300	AT1G06515	2/2
AT1G19000	AT1G06515	2/2
AT5G56840	AT1G06515	1/2
AT1G49010	AT1G06515	2/2
AT4G01280	AT1G06515	1/2
AT1G19850	AT1G06515	1/1
AT5G62940	AT1G06515	1/1
AT5G61620	AT1G06515	1/2
AT4G21080	AT1G06515	1/1
AT2G01940	AT1G06515	1/2
AT5G58900	AT1G06515	1/1
AT4G21040	AT1G06515	1/1
AT1G76890	AT1G06515	1/2
AT5G47390	AT1G06515	1/1
AT5G08520	AT1G06515	2/2
AT2G02080	AT1G06515	1/1
AT3G60580	AT1G06515	1/1
AT4G00250	AT1G06515	1/1
AT1G51220	AT1G06515	2/2
AT2G06200	AT1G06515	1/1
AT5G65510	AT1G06515	1/2
AT3G10030	AT1G06515	1/2
AT3G60530	AT1G06515	1/1
AT3G24120	AT1G10600	1/2
AT1G69010	AT1G10600	1/2
AT4G01250	AT1G10600	2/2
AT3G22830	AT1G10600	1/2
AT5G13080	AT1G10600	2/2
AT2G23320	AT1G10600	1/2
AT1G06280	AT1G10600	1/2
AT3G15270	AT1G10600	1/2
AT4G17980	AT1G10600	1/2
AT2G20110	AT1G10600	1/2
AT4G01280	AT1G10600	1/2
AT5G46350	AT1G10600	1/2
AT5G16820	AT1G10600	1/2
AT1G29280	AT1G10600	1/2
AT5G52830	AT1G10600	1/2
AT3G22760	AT1G10600	1/2
AT5G52660	AT1G10600	1/2
AT3G03200	AT1G10600	1/2
AT2G01930	AT1G10600	1/2
AT5G58900	AT1G10600	1/1
AT2G02820	AT1G10600	2/2
AT1G13260	AT1G10600	2/2
AT1G31140	AT1G10600	1/1
AT5G26170	AT1G10600	1/1
AT2G40740	AT1G10600	1/1
AT3G14180	AT1G10600	1/1
AT4G01500	AT1G10600	1/1
AT1G28470	AT1G11684	1/2
AT4G36740	AT1G11684	2/2
AT5G45580	AT1G11684	1/2
AT2G42200	AT1G11684	1/2
AT1G69010	AT1G11684	1/2
AT1G19000	AT1G11684	1/2
AT1G06280	AT1G11684	1/2
AT1G49010	AT1G11684	2/2
AT4G32730	AT1G11684	2/2
AT2G22540	AT1G11684	1/2
AT2G18550	AT1G11684	1/2
AT5G61620	AT1G11684	1/2
AT2G01940	AT1G11684	1/2
AT1G74650	AT1G11684	1/1
AT3G12720	AT1G11684	1/1
AT1G09540	AT1G11684	1/2
AT1G06850	AT1G11684	1/2
AT5G58900	AT1G11684	1/1
AT2G02820	AT1G11684	1/2
AT2G18380	AT1G11684	1/1
AT1G14687	AT1G11684	1/1
AT5G47390	AT1G11684	1/1
AT5G67300	AT1G11684	1/1
AT3G08500	AT1G11684	1/1
AT5G08520	AT1G11684	1/2
AT4G00250	AT1G11684	1/1
AT2G33550	AT1G11684	1/1
AT2G36010	AT1G11684	1/2
AT2G28810	AT1G16825	2/2
AT5G02460	AT1G16825	1/2
AT5G66940	AT1G16825	1/2
AT3G45610	AT1G16825	1/2
AT3G22830	AT1G16825	1/2
AT1G64620	AT1G16825	2/2
AT1G33240	AT1G16825	1/2
AT5G60850	AT1G16825	2/2
AT1G06280	AT1G16825	2/2
AT2G37590	AT1G16825	1/2
AT2G46590	AT1G16825	1/2
AT3G55370	AT1G16825	1/2
AT5G06100	AT1G16825	1/1
AT1G74650	AT1G16825	1/1
AT1G06850	AT1G16825	2/2
AT2G02820	AT1G16825	2/2
AT2G40620	AT1G16825	2/2
AT3G21890	AT1G16825	1/1
AT3G12130	AT1G16825	1/1
AT1G74480	AT1G16825	1/2
AT1G51140	AT1G16825	1/1
AT1G47655	AT1G16825	1/2
AT2G36010	AT1G16825	2/2
AT1G79580	AT1G17730	2/2
AT4G01250	AT1G17730	2/2
AT4G31800	AT1G17730	1/2
AT5G13080	AT1G17730	2/2
AT3G50260	AT1G17730	1/2
AT2G23320	AT1G17730	1/2
AT2G46770	AT1G17730	2/2
AT4G10350	AT1G17730	1/2
AT5G46350	AT1G17730	1/2
AT3G50060	AT1G17730	1/1
AT1G29280	AT1G17730	1/2
AT3G10113	AT1G17730	1/1
AT1G72740	AT1G17730	1/2
AT1G12260	AT1G17730	1/2
AT5G06100	AT1G17730	1/1
AT1G74650	AT1G17730	1/1
AT2G01930	AT1G17730	1/2
AT5G58900	AT1G17730	1/1
AT1G76890	AT1G17730	1/2
AT2G18380	AT1G17730	1/1
AT1G14687	AT1G17730	1/1
AT5G67300	AT1G17730	1/1
AT3G11440	AT1G17730	1/2
AT2G23290	AT1G17730	1/1
AT4G37260	AT1G17730	1/1
AT1G68200	AT1G17730	1/1
AT1G24250	AT1G17730	1/1
AT4G36740	AT1G21280	1/2
AT1G79580	AT1G21280	1/2
AT4G01250	AT1G21280	2/2
AT5G03790	AT1G21280	1/2
AT3G22830	AT1G21280	2/2
AT5G13080	AT1G21280	1/2
AT2G23320	AT1G21280	1/2
AT1G06280	AT1G21280	2/2
AT4G01280	AT1G21280	1/2
AT1G19850	AT1G21280	1/1
AT5G46350	AT1G21280	1/2
AT5G16820	AT1G21280	2/2
AT1G29280	AT1G21280	2/2
AT1G77920	AT1G21280	1/2
AT5G52830	AT1G21280	1/2
AT5G41570	AT1G21280	1/2
AT5G60130	AT1G21280	1/1
AT3G01970	AT1G21280	1/2
AT5G26170	AT1G21280	1/1
AT4G18170	AT1G21280	1/1
AT3G24520	AT1G21280	1/2
AT1G29860	AT1G21280	1/1
AT3G09735	AT1G21280	1/1
AT2G06200	AT1G21280	1/1
AT5G22990	AT1G21280	1/1
AT2G15740	AT1G21280	1/1
AT3G24120	AT1G24090	1/2
AT1G18330	AT1G24090	1/2
AT2G28810	AT1G24090	1/2
AT5G45580	AT1G24090	1/2
AT5G65310	AT1G24090	1/2
AT4G01250	AT1G24090	1/2
AT5G17300	AT1G24090	2/2
AT1G27730	AT1G24090	1/2
AT3G45610	AT1G24090	1/2
AT1G01060	AT1G24090	2/2
AT1G75240	AT1G24090	1/2
AT5G56840	AT1G24090	1/2
AT1G77200	AT1G24090	1/2
AT4G01280	AT1G24090	1/2
AT5G67190	AT1G24090	1/2
AT2G30250	AT1G24090	1/2
AT5G52830	AT1G24090	1/2
AT1G49560	AT1G24090	1/2
AT2G45420	AT1G24090	1/2
AT3G10113	AT1G24090	1/1
AT4G23550	AT1G24090	1/2
AT2G01940	AT1G24090	1/2
AT5G58900	AT1G24090	1/1
AT2G02080	AT1G24090	1/1
AT2G02070	AT1G24090	1/1
AT5G66730	AT1G24090	1/2
AT4G31060	AT1G24090	1/2
AT1G03840	AT1G24090	1/1
AT3G13810	AT1G24090	1/1
AT1G69010	AT1G26515	1/2
AT4G01250	AT1G26515	1/2
AT5G03790	AT1G26515	1/2
AT3G22830	AT1G26515	1/2
AT4G31800	AT1G26515	2/2
AT5G13080	AT1G26515	1/2
AT3G50260	AT1G26515	1/2
AT2G23320	AT1G26515	1/2
AT1G49010	AT1G26515	1/2
AT5G46350	AT1G26515	1/2
AT2G22540	AT1G26515	1/2
AT1G77920	AT1G26515	1/2
AT2G30250	AT1G26515	1/2
AT5G52830	AT1G26515	1/2
AT5G41570	AT1G26515	1/2
AT1G72740	AT1G26515	1/2
AT5G56110	AT1G26515	1/2
AT1G74650	AT1G26515	1/1
AT3G12720	AT1G26515	1/1
AT1G09540	AT1G26515	1/2
AT5G58900	AT1G26515	1/1
AT5G60130	AT1G26515	1/1
AT5G67300	AT1G26515	1/1
AT2G23340	AT1G26515	1/2
AT3G11440	AT1G26515	1/2
AT2G32460	AT1G26515	1/2
AT4G26030	AT1G26515	1/1
AT1G19790	AT1G26515	1/1
AT1G51140	AT1G26515	1/1
AT4G01680	AT1G26515	1/1
AT3G24120	AT1G26750	1/2
AT1G28470	AT1G26750	1/2
AT2G42200	AT1G26750	2/2
AT1G69010	AT1G26750	2/2
AT3G22830	AT1G26750	2/2
AT3G12250	AT1G26750	2/2
AT3G15270	AT1G26750	1/2
AT5G16820	AT1G26750	2/2
AT1G77920	AT1G26750	1/2
AT2G40260	AT1G26750	1/2
AT1G08320	AT1G26750	1/2
AT5G60130	AT1G26750	1/1
AT5G06950	AT1G26750	1/2
AT5G65210	AT1G26750	1/2
AT5G62000	AT1G26750	1/1
AT5G10030	AT1G26750	1/2
AT5G11260	AT1G26750	1/1
AT3G24520	AT1G26750	1/2
AT3G09735	AT1G26750	1/1
AT1G20910	AT1G26750	1/1
AT4G36780	AT1G26750	1/1
AT1G78700	AT1G26750	1/1
AT5G45300	AT1G26750	2/2
AT5G06960	AT1G26750	1/1
AT1G59640	AT1G26750	1/1
AT1G79580	AT1G31620	2/2
AT3G22830	AT1G31620	1/2
AT5G56840	AT1G31620	1/2
AT1G49010	AT1G31620	1/2
AT2G31230	AT1G31620	1/2
AT2G46770	AT1G31620	2/2
AT4G10350	AT1G31620	1/2
AT2G20110	AT1G31620	1/2
AT3G50060	AT1G31620	1/1
AT2G22540	AT1G31620	1/2
AT1G49560	AT1G31620	1/2
AT1G72740	AT1G31620	2/2
AT5G06100	AT1G31620	1/1
AT2G02820	AT1G31620	1/2
AT2G18380	AT1G31620	1/1
AT1G13260	AT1G31620	1/2
AT5G47390	AT1G31620	1/1
AT5G67300	AT1G31620	1/1
AT1G68320	AT1G31620	1/1
AT2G32460	AT1G31620	1/2
AT1G19790	AT1G31620	1/1
AT1G25340	AT1G31620	1/1
AT3G53200	AT1G31620	1/2
AT5G64060	AT1G31620	2/2
AT2G36010	AT1G31620	1/2
AT5G67580	AT1G31620	1/1
AT1G68200	AT1G31620	1/1
AT4G36740	AT1G32583	2/2
AT5G65310	AT1G32583	2/2
AT5G03790	AT1G32583	1/2
AT1G27730	AT1G32583	2/2
AT3G15270	AT1G32583	1/2
AT5G13180	AT1G32583	2/2
AT1G19850	AT1G32583	1/1
AT3G50060	AT1G32583	1/1
AT2G01930	AT1G32583	1/2
AT1G69780	AT1G32583	1/1
AT5G66700	AT1G32583	2/2
AT4G01540	AT1G32583	1/2
AT1G13260	AT1G32583	2/2
AT2G40620	AT1G32583	1/2
AT5G67300	AT1G32583	1/1
AT5G62000	AT1G32583	1/1
AT2G46680	AT1G32583	1/1
AT1G01720	AT1G32583	1/1
AT2G02070	AT1G32583	1/1
AT5G04390	AT1G32583	1/1
AT1G52880	AT1G32583	1/2
AT5G67580	AT1G32583	1/1
AT1G52150	AT1G32583	1/1
AT3G25990	AT1G32583	1/1
AT5G01380	AT1G32583	1/1
AT3G24120	AT1G51402	1/2
AT4G36740	AT1G51402	2/2
AT5G65310	AT1G51402	2/2
AT5G03790	AT1G51402	2/2
AT1G77200	AT1G51402	1/2
AT5G04410	AT1G51402	1/2
AT4G32730	AT1G51402	1/2
AT5G52830	AT1G51402	1/2
AT2G18550	AT1G51402	2/2
AT4G23550	AT1G51402	1/2
AT2G01940	AT1G51402	1/2
AT1G69780	AT1G51402	1/1
AT5G66700	AT1G51402	1/2
AT4G01540	AT1G51402	1/2
AT2G18380	AT1G51402	1/1
AT1G02230	AT1G51402	2/2
AT2G46680	AT1G51402	1/1
AT1G01720	AT1G51402	1/1
AT2G02070	AT1G51402	1/1
AT1G52880	AT1G51402	1/2
AT1G30490	AT1G51402	1/1
AT3G15500	AT1G51402	1/1
AT1G02250	AT1G51402	1/1
AT1G52150	AT1G51402	1/1
AT3G01220	AT1G51402	1/1
AT4G01550	AT1G51402	1/1
AT1G18330	AT1G52618	2/2
AT5G17300	AT1G52618	2/2
AT1G49480	AT1G52618	2/2
AT1G01060	AT1G52618	2/2
AT1G33240	AT1G52618	2/2
AT3G09600	AT1G52618	2/2
AT2G45410	AT1G52618	1/2
AT4G17980	AT1G52618	1/2
AT4G01280	AT1G52618	2/2
AT2G22540	AT1G52618	1/2
AT5G67190	AT1G52618	1/2
AT1G16490	AT1G52618	1/2
AT2G45420	AT1G52618	1/2
AT3G10113	AT1G52618	1/1
AT5G05550	AT1G52618	2/2
AT5G52660	AT1G52618	1/2
AT1G76890	AT1G52618	1/2
AT5G06950	AT1G52618	1/2
AT1G34180	AT1G52618	1/1
AT1G71450	AT1G52618	1/1
AT5G02840	AT1G52618	1/2
AT3G14180	AT1G52618	1/1
AT3G18990	AT1G52618	1/1
AT4G36740	AT1G54670	2/2
AT5G65310	AT1G54670	2/2
AT1G69010	AT1G54670	2/2
AT5G04410	AT1G54670	2/2
AT2G20110	AT1G54670	2/2
AT1G77920	AT1G54670	1/2
AT4G14770	AT1G54670	2/2
AT2G18550	AT1G54670	2/2
AT3G10480	AT1G54670	2/2
AT3G22760	AT1G54670	2/2
AT3G03200	AT1G54670	1/2
AT1G69780	AT1G54670	1/1
AT5G66700	AT1G54670	1/2
AT4G01540	AT1G54670	1/2
AT5G06950	AT1G54670	1/2
AT3G10500	AT1G54670	2/2
AT2G46680	AT1G54670	1/1
AT4G38170	AT1G54670	1/2
AT1G54330	AT1G54670	1/1
AT1G20910	AT1G54670	1/1
AT1G70920	AT1G54670	1/2
AT1G79580	AT1G64460	2/2
AT1G69010	AT1G64460	2/2
AT1G27730	AT1G64460	1/2
AT3G22830	AT1G64460	2/2
AT1G06280	AT1G64460	1/2
AT2G46770	AT1G64460	1/2
AT3G50060	AT1G64460	1/1
AT5G16820	AT1G64460	2/2
AT2G22540	AT1G64460	1/2
AT1G77920	AT1G64460	1/2
AT4G28500	AT1G64460	1/2
AT1G16490	AT1G64460	1/2
AT3G18400	AT1G64460	2/2
AT1G72740	AT1G64460	1/2
AT3G04060	AT1G64460	1/2
AT3G12720	AT1G64460	1/1
AT1G09540	AT1G64460	1/2
AT2G02820	AT1G64460	1/2
AT2G18380	AT1G64460	1/1
AT5G67300	AT1G64460	1/1
AT3G08500	AT1G64460	1/1
AT4G01680	AT1G64460	1/1
AT3G09735	AT1G64460	1/1
AT4G36780	AT1G64460	1/1
AT1G78700	AT1G64460	1/1
AT5G45300	AT1G64460	1/2
AT3G24120	AT1G74453	2/2
AT1G18330	AT1G74453	2/2
AT5G45580	AT1G74453	1/2
AT5G17300	AT1G74453	1/2
AT1G49480	AT1G74453	1/2
AT3G22830	AT1G74453	1/2
AT1G01060	AT1G74453	2/2
AT5G56840	AT1G74453	1/2
AT3G09600	AT1G74453	1/2
AT3G04030	AT1G74453	1/2
AT2G01060	AT1G74453	1/2
AT1G19850	AT1G74453	1/1
AT5G16820	AT1G74453	2/2
AT1G16490	AT1G74453	1/2
AT3G10113	AT1G74453	1/1
AT5G06100	AT1G74453	1/1
AT5G52660	AT1G74453	1/2
AT1G09540	AT1G74453	1/2
AT2G01930	AT1G74453	1/2
AT3G08500	AT1G74453	1/1
AT5G62000	AT1G74453	1/1
AT3G12730	AT1G74453	1/1
AT4G01680	AT1G74453	1/1
AT4G38170	AT1G74453	1/2
AT2G20400	AT1G74453	1/1
AT2G27300	AT1G74453	1/1
AT5G29000	AT1G74453	1/1
AT1G79580	AT1G75335	1/2
AT3G22830	AT1G75335	1/2
AT1G06280	AT1G75335	2/2
AT2G31230	AT1G75335	2/2
AT5G04410	AT1G75335	1/2
AT1G19850	AT1G75335	1/1
AT5G16820	AT1G75335	1/2
AT1G72740	AT1G75335	1/2
AT2G33710	AT1G75335	1/2
AT3G20310	AT1G75335	1/2
AT3G15210	AT1G75335	1/2
AT5G19790	AT1G75335	1/2
AT2G02820	AT1G75335	2/2
AT2G38340	AT1G75335	1/2
AT5G51190	AT1G75335	1/2
AT5G67300	AT1G75335	1/1
AT3G08500	AT1G75335	1/1
AT3G49530	AT1G75335	1/2
AT1G74480	AT1G75335	1/2
AT1G51140	AT1G75335	1/1
AT2G44840	AT1G75335	1/1
AT4G34410	AT1G75335	2/2
AT1G53910	AT1G75335	1/1
AT5G67580	AT1G75335	1/1
AT5G23930	AT1G75335	1/1
AT4G01500	AT1G75335	1/1
AT1G34370	AT1G75335	1/1
AT3G24120	AT2G01090	2/2
AT5G45580	AT2G01090	2/2
AT1G06280	AT2G01090	1/2
AT1G49010	AT2G01090	1/2
AT2G45410	AT2G01090	2/2
AT3G04030	AT2G01090	1/2
AT2G01060	AT2G01090	2/2
AT3G50060	AT2G01090	1/1
AT2G22540	AT2G01090	2/2
AT2G45420	AT2G01090	1/2
AT4G37180	AT2G01090	1/2
AT5G06100	AT2G01090	1/1
AT1G06850	AT2G01090	1/2
AT5G58900	AT2G01090	1/1
AT4G21040	AT2G01090	1/1
AT5G58850	AT2G01090	2/2
AT1G31140	AT2G01090	1/1
AT5G67300	AT2G01090	1/1
AT1G01720	AT2G01090	1/1
AT2G42430	AT2G01090	1/2
AT4G18770	AT2G01090	1/1
AT1G68200	AT2G01090	1/1
AT2G30340	AT2G01090	1/1
AT2G15740	AT2G01090	1/1
AT5G13790	AT2G01090	1/1
AT1G28470	AT2G11623	2/2
AT1G79580	AT2G11623	2/2
AT2G31230	AT2G11623	1/2
AT1G77200	AT2G11623	1/2
AT2G46770	AT2G11623	2/2
AT4G10350	AT2G11623	2/2
AT4G17980	AT2G11623	2/2
AT5G67190	AT2G11623	1/2
AT1G77920	AT2G11623	1/2
AT4G28500	AT2G11623	1/2
AT1G16490	AT2G11623	1/2
AT1G72740	AT2G11623	1/2
AT5G05550	AT2G11623	1/2
AT1G12260	AT2G11623	1/2
AT3G03200	AT2G11623	1/2
AT4G36160	AT2G11623	1/2
AT5G62380	AT2G11623	1/2
AT5G06950	AT2G11623	1/2
AT1G34190	AT2G11623	1/2
AT5G51190	AT2G11623	1/2
AT5G46590	AT2G11623	2/2
AT3G49530	AT2G11623	2/2
AT1G65910	AT2G11623	1/1
AT2G27300	AT2G11623	1/1
AT2G28810	AT2G27570	2/2
AT5G02460	AT2G27570	2/2
AT1G79580	AT2G27570	2/2
AT5G66940	AT2G27570	2/2
AT3G45610	AT2G27570	2/2
AT5G60850	AT2G27570	2/2
AT3G52440	AT2G27570	1/2
AT2G37590	AT2G27570	2/2
AT1G19850	AT2G27570	1/1
AT3G47500	AT2G27570	1/2
AT5G67190	AT2G27570	1/2
AT5G62940	AT2G27570	1/1
AT3G50410	AT2G27570	1/1
AT4G21080	AT2G27570	1/1
AT4G25490	AT2G27570	1/2
AT4G21040	AT2G27570	1/1
AT1G13260	AT2G27570	1/2
AT3G21890	AT2G27570	1/1
AT1G51700	AT2G27570	1/1
AT4G38000	AT2G27570	1/2
AT5G39610	AT2G27570	1/2
AT2G46680	AT2G27570	1/1
AT1G51140	AT2G27570	1/1
AT2G36010	AT2G27570	1/2
AT4G36740	AT2G28725	2/2
AT5G65410	AT2G28725	2/2
AT5G39760	AT2G28725	2/2
AT1G49480	AT2G28725	1/2
AT1G75240	AT2G28725	1/2
AT2G45410	AT2G28725	1/2
AT4G17980	AT2G28725	1/2
AT3G50060	AT2G28725	1/1
AT3G10480	AT2G28725	2/2
AT1G72740	AT2G28725	1/2
AT5G05550	AT2G28725	2/2
AT5G06100	AT2G28725	1/1
AT2G01940	AT2G28725	1/2
AT1G12630	AT2G28725	1/2
AT2G18350	AT2G28725	1/2
AT1G14687	AT2G28725	1/1
AT5G67300	AT2G28725	1/1
AT2G02080	AT2G28725	1/1
AT5G62000	AT2G28725	1/1
AT2G23290	AT2G28725	1/1
AT2G02070	AT2G28725	1/1
AT5G64060	AT2G28725	1/2
AT5G66730	AT2G28725	1/2
AT3G14180	AT2G28725	1/1
AT1G55110	AT2G28725	1/1
AT5G09410	AT2G28725	1/1
AT1G28470	AT2G28910	2/2
AT3G45610	AT2G28910	1/2
AT1G33240	AT2G28910	1/2
AT1G06280	AT2G28910	1/2
AT3G28920	AT2G28910	1/2
AT2G45410	AT2G28910	2/2
AT4G28500	AT2G28910	1/2
AT2G45420	AT2G28910	1/2
AT1G72740	AT2G28910	2/2
AT5G06100	AT2G28910	1/1
AT2G01930	AT2G28910	1/2
AT1G76890	AT2G28910	2/2
AT5G19790	AT2G28910	1/2
AT2G02820	AT2G28910	1/2
AT1G34190	AT2G28910	1/2
AT3G01530	AT2G28910	1/1
AT5G47660	AT2G28910	1/1
AT2G23290	AT2G28910	1/1
AT1G25340	AT2G28910	1/1
AT2G33550	AT2G28910	1/1
AT5G67580	AT2G28910	1/1
AT2G42430	AT2G28910	1/2
AT2G43000	AT2G28910	1/1
AT3G10580	AT2G28910	1/1
AT1G68200	AT2G28910	1/1
AT2G30340	AT2G28910	1/1
AT5G65510	AT2G28910	1/2
AT3G24120	AT2G29452	2/2
AT4G36740	AT2G29452	2/2
AT5G45580	AT2G29452	2/2
AT5G65310	AT2G29452	1/2
AT5G65410	AT2G29452	2/2
AT5G39760	AT2G29452	1/2
AT4G01250	AT2G29452	1/2
AT4G31800	AT2G29452	1/2
AT1G75240	AT2G29452	2/2
AT3G28920	AT2G29452	1/2
AT5G04410	AT2G29452	2/2
AT3G04030	AT2G29452	1/2
AT1G19850	AT2G29452	1/1
AT2G18550	AT2G29452	2/2
AT5G06100	AT2G29452	1/1
AT2G18350	AT2G29452	1/2
AT3G57920	AT2G29452	1/1
AT1G69780	AT2G29452	1/1
AT3G11440	AT2G29452	1/2
AT2G32460	AT2G29452	1/2
AT3G61150	AT2G29452	1/1
AT4G34590	AT2G29452	1/1
AT1G51220	AT2G29452	2/2
AT1G18330	AT2G33030	2/2
AT4G36740	AT2G33030	1/2
AT5G17300	AT2G33030	2/2
AT1G01060	AT2G33030	2/2
AT3G12250	AT2G33030	1/2
AT2G20110	AT2G33030	1/2
AT4G01280	AT2G33030	1/2
AT1G19850	AT2G33030	1/1
AT2G22540	AT2G33030	2/2
AT4G14770	AT2G33030	1/2
AT3G10113	AT2G33030	1/1
AT3G22760	AT2G33030	1/2
AT1G08320	AT2G33030	1/2
AT5G52660	AT2G33030	1/2
AT4G01540	AT2G33030	1/2
AT1G13260	AT2G33030	2/2
AT2G02080	AT2G33030	1/1
AT5G62000	AT2G33030	1/1
AT3G60580	AT2G33030	1/1
AT5G54230	AT2G33030	1/2
AT1G51220	AT2G33030	2/2
AT2G02070	AT2G33030	1/1
AT2G33550	AT2G33030	1/1
AT2G27300	AT2G33030	1/1
AT4G01500	AT2G33030	1/1
AT1G69010	AT2G46290	1/2
AT1G27730	AT2G46290	2/2
AT1G06280	AT2G46290	1/2
AT3G50060	AT2G46290	1/1
AT1G49560	AT2G46290	1/2
AT2G45420	AT2G46290	1/2
AT1G72740	AT2G46290	1/2
AT3G62420	AT2G46290	2/2
AT2G02820	AT2G46290	1/2
AT2G46270	AT2G46290	2/2
AT1G34190	AT2G46290	1/2
AT1G25550	AT2G46290	1/2
AT1G68670	AT2G46290	1/2
AT5G11260	AT2G46290	1/1
AT2G36270	AT2G46290	2/2
AT4G34590	AT2G46290	1/1
AT2G35530	AT2G46290	2/2
AT1G32150	AT2G46290	1/1
AT5G15830	AT2G46290	1/1
AT2G18160	AT2G46290	2/2
AT4G18770	AT2G46290	1/1
AT2G04038	AT2G46290	2/2
AT3G56850	AT2G46290	1/1
AT1G45249	AT2G46290	1/1
AT1G27730	AT3G06320	1/2
AT3G22830	AT3G06320	1/2
AT5G13080	AT3G06320	1/2
AT3G12250	AT3G06320	2/2
AT2G23320	AT3G06320	1/2
AT1G06280	AT3G06320	1/2
AT1G77200	AT3G06320	1/2
AT5G04410	AT3G06320	1/2
AT1G16490	AT3G06320	1/2
AT2G01940	AT3G06320	2/2
AT3G12720	AT3G06320	1/1
AT1G09540	AT3G06320	1/2
AT4G21040	AT3G06320	1/1
AT2G18380	AT3G06320	1/1
AT1G31140	AT3G06320	1/1
AT1G34180	AT3G06320	1/1
AT3G08500	AT3G06320	1/1
AT1G68320	AT3G06320	1/1
AT2G02080	AT3G06320	1/1
AT2G02070	AT3G06320	1/1
AT1G25340	AT3G06320	1/1
AT5G04390	AT3G06320	1/1
AT5G66730	AT3G06320	2/2
AT1G55110	AT3G06320	1/1
AT1G03840	AT3G06320	1/1
AT1G79180	AT3G06320	1/1
AT5G03150	AT3G06320	1/1
AT3G06490	AT3G06320	1/1
AT1G18330	AT3G11750	1/2
AT5G65410	AT3G11750	2/2
AT5G39760	AT3G11750	2/2
AT4G01250	AT3G11750	2/2
AT1G49480	AT3G11750	1/2
AT5G13080	AT3G11750	1/2
AT1G75240	AT3G11750	1/2
AT2G23320	AT3G11750	1/2
AT2G20110	AT3G11750	1/2
AT5G46350	AT3G11750	1/2
AT5G52830	AT3G11750	1/2
AT4G14770	AT3G11750	2/2
AT4G23550	AT3G11750	2/2
AT2G18350	AT3G11750	2/2
AT1G13260	AT3G11750	1/2
AT4G18170	AT3G11750	1/1
AT5G11260	AT3G11750	1/1
AT3G61150	AT3G11750	1/1
AT1G29860	AT3G11750	1/1
AT4G38170	AT3G11750	1/2
AT1G20910	AT3G11750	1/1
AT4G00730	AT3G11750	1/1
AT3G18990	AT3G11750	1/1
AT1G30210	AT3G11750	1/1
AT2G41690	AT3G11750	1/1
AT4G36740	AT3G15356	2/2
AT5G65310	AT3G15356	1/2
AT3G22830	AT3G15356	1/2
AT1G19000	AT3G15356	1/2
AT5G56840	AT3G15356	2/2
AT1G06280	AT3G15356	1/2
AT5G04410	AT3G15356	2/2
AT1G19850	AT3G15356	1/1
AT3G50060	AT3G15356	1/1
AT4G14770	AT3G15356	1/2
AT3G18400	AT3G15356	1/2
AT2G45420	AT3G15356	1/2
AT5G05550	AT3G15356	2/2
AT1G14687	AT3G15356	1/1
AT5G08520	AT3G15356	1/2
AT3G10500	AT3G15356	2/2
AT5G07310	AT3G15356	1/2
AT3G01530	AT3G15356	1/1
AT2G03500	AT3G15356	1/1
AT4G00250	AT3G15356	1/1
AT1G74480	AT3G15356	1/2
